Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,X (mg),Y (mg),Z (mg),
03/12/2020 12:41:32.828,72,TAI_400 @B73477,62061,CDFF0B00EF03,-51,11,1007,
03/12/2020 12:41:32.876,120,TAI_400 @B73477,62067,DBFFEFFF0304,-37,-17,1027,
03/12/2020 12:41:32.926,170,TAI_400 @B73477,62074,D4FFFFFFF203,-44,-1,1010,
03/12/2020 12:41:32.974,218,TAI_400 @B73477,62080,DBFFEAFF0004,-37,-22,1024,
03/12/2020 12:41:33.022,266,TAI_400 @B73477,62086,D7FF0200FD03,-41,2,1021,
03/12/2020 12:41:33.071,315,TAI_400 @B73477,62092,D7FFEAFFFE03,-41,-22,1022,
03/12/2020 12:41:33.120,364,TAI_400 @B73477,62099,D6FFF9FFFA03,-42,-7,1018,
03/12/2020 12:41:33.169,413,TAI_400 @B73477,62105,CCFFF0FF0104,-52,-16,1025,
03/12/2020 12:41:33.218,462,TAI_400 @B73477,62111,D4FF0900FC03,-44,9,1020,
03/12/2020 12:41:33.267,511,TAI_400 @B73477,62117,D7FFECFFF503,-41,-20,1013,
03/12/2020 12:41:33.317,561,TAI_400 @B73477,62124,EBFF00000004,-21,0,1024,
03/12/2020 12:41:33.364,608,TAI_400 @B73477,62130,CCFFF1FFF003,-52,-15,1008,
03/12/2020 12:41:33.413,657,TAI_400 @B73477,62136,F0FFFCFFF103,-16,-4,1009,
03/12/2020 12:41:33.462,706,TAI_400 @B73477,62142,CDFFFCFFEE03,-51,-4,1006,
03/12/2020 12:41:33.510,754,TAI_400 @B73477,62149,D6FFF6FFFB03,-42,-10,1019,
03/12/2020 12:41:33.559,803,TAI_400 @B73477,62155,C9FF0600F903,-55,6,1017,
03/12/2020 12:41:33.607,851,TAI_400 @B73477,62161,D8FFF8FFFF03,-40,-8,1023,
03/12/2020 12:41:33.655,899,TAI_400 @B73477,62167,C9FFFEFFEA03,-55,-2,1002,
03/12/2020 12:41:33.705,949,TAI_400 @B73477,62174,D8FFEDFF0004,-40,-19,1024,
03/12/2020 12:41:33.755,999,TAI_400 @B73477,62180,D8FFFEFFF803,-40,-2,1016,
03/12/2020 12:41:33.803,1047,TAI_400 @B73477,62186,E2FFF4FFFE03,-30,-12,1022,
03/12/2020 12:41:33.851,1095,TAI_400 @B73477,62192,D0FF0400F103,-48,4,1009,
03/12/2020 12:41:33.900,1144,TAI_400 @B73477,62199,C5FFE0FFF503,-59,-32,1013,
03/12/2020 12:41:33.997,1241,TAI_400 @B73477,62205,D1FF00000104,-47,0,1025,
03/12/2020 12:41:34.045,1289,TAI_400 @B73477,62211,D2FFF2FFF303,-46,-14,1011,
03/12/2020 12:41:34.096,1340,TAI_400 @B73477,62217,DEFFF7FFFE03,-34,-9,1022,
03/12/2020 12:41:34.192,1436,TAI_400 @B73477,62224,CFFFF9FF0004,-49,-7,1024,
03/12/2020 12:41:34.192,1436,TAI_400 @B73477,62230,E3FF0300FE03,-29,3,1022,
03/12/2020 12:41:34.241,1485,TAI_400 @B73477,62236,CDFF0000F103,-51,0,1009,
03/12/2020 12:41:34.290,1534,TAI_400 @B73477,62242,EAFFFFFF0704,-22,-1,1031,
03/12/2020 12:41:34.339,1583,TAI_400 @B73477,62249,D8FFEEFFF403,-40,-18,1012,
03/12/2020 12:41:34.387,1631,TAI_400 @B73477,62255,DEFFF4FFFC03,-34,-12,1020,
03/12/2020 12:41:34.436,1680,TAI_400 @B73477,62261,DAFF0400EF03,-38,4,1007,
03/12/2020 12:41:34.485,1729,TAI_400 @B73477,62267,DCFFF5FFFC03,-36,-11,1020,
03/12/2020 12:41:34.534,1778,TAI_400 @B73477,62274,C8FFFFFFF003,-56,-1,1008,
03/12/2020 12:41:34.582,1826,TAI_400 @B73477,62280,DBFFF9FF0004,-37,-7,1024,
03/12/2020 12:41:34.633,1877,TAI_400 @B73477,62286,D8FF0300ED03,-40,3,1005,
03/12/2020 12:41:34.680,1924,TAI_400 @B73477,62292,DEFFEDFF0504,-34,-19,1029,
03/12/2020 12:41:34.728,1972,TAI_400 @B73477,62299,DAFF03000404,-38,3,1028,
03/12/2020 12:41:34.777,2021,TAI_400 @B73477,62305,D6FFEAFFF803,-42,-22,1016,
03/12/2020 12:41:34.826,2070,TAI_400 @B73477,62311,D7FF0100FA03,-41,1,1018,
03/12/2020 12:41:34.875,2119,TAI_400 @B73477,62317,D0FFF1FFFA03,-48,-15,1018,
03/12/2020 12:41:34.924,2168,TAI_400 @B73477,62324,D8FF0200FB03,-40,2,1019,
03/12/2020 12:41:34.973,2217,TAI_400 @B73477,62330,D2FFF1FFF903,-46,-15,1017,
03/12/2020 12:41:35.022,2266,TAI_400 @B73477,62336,DDFF0000FF03,-35,0,1023,
03/12/2020 12:41:35.070,2314,TAI_400 @B73477,62342,D2FFFEFFF503,-46,-2,1013,
03/12/2020 12:41:35.118,2362,TAI_400 @B73477,62349,E7FFF9FFFC03,-25,-7,1020,
03/12/2020 12:41:35.217,2461,TAI_400 @B73477,62355,C7FFEEFF0004,-57,-18,1024,
03/12/2020 12:41:35.265,2509,TAI_400 @B73477,62361,F1FFFDFFFA03,-15,-3,1018,
03/12/2020 12:41:35.313,2557,TAI_400 @B73477,62367,C6FFFDFFF903,-58,-3,1017,
03/12/2020 12:41:35.363,2607,TAI_400 @B73477,62374,DAFFF2FF0204,-38,-14,1026,
03/12/2020 12:41:35.411,2655,TAI_400 @B73477,62380,DBFF0000F703,-37,0,1015,
03/12/2020 12:41:35.460,2704,TAI_400 @B73477,62386,E3FFEEFF0604,-29,-18,1030,
03/12/2020 12:41:35.509,2753,TAI_400 @B73477,62392,D6FF0300E303,-42,3,995,
03/12/2020 12:41:35.557,2801,TAI_400 @B73477,62399,DFFFECFFFD03,-33,-20,1021,
03/12/2020 12:41:35.606,2850,TAI_400 @B73477,62405,D2FF0000E703,-46,0,999,
03/12/2020 12:41:35.655,2899,TAI_400 @B73477,62411,CDFFEEFF0504,-51,-18,1029,
03/12/2020 12:41:35.704,2948,TAI_400 @B73477,62417,E6FF0A00F803,-26,10,1016,
03/12/2020 12:41:35.753,2997,TAI_400 @B73477,62424,C9FFE8FFFA03,-55,-24,1018,
03/12/2020 12:41:35.801,3045,TAI_400 @B73477,62430,F0FF0900F903,-16,9,1017,
03/12/2020 12:41:35.850,3094,TAI_400 @B73477,62436,C9FF00000104,-55,0,1025,
03/12/2020 12:41:35.898,3142,TAI_400 @B73477,62442,E8FF0100F103,-24,1,1009,
03/12/2020 12:41:35.947,3191,TAI_400 @B73477,62449,CBFFF6FFF103,-53,-10,1009,
03/12/2020 12:41:35.996,3240,TAI_400 @B73477,62455,E6FFFAFFFE03,-26,-6,1022,
03/12/2020 12:41:36.045,3289,TAI_400 @B73477,62461,DBFFF5FFE503,-37,-11,997,
03/12/2020 12:41:36.094,3338,TAI_400 @B73477,62467,E7FFF5FFFF03,-25,-11,1023,
03/12/2020 12:41:36.142,3386,TAI_400 @B73477,62474,D0FFF7FFF803,-48,-9,1016,
03/12/2020 12:41:36.191,3435,TAI_400 @B73477,62480,D8FFEDFFF803,-40,-19,1016,
03/12/2020 12:41:36.240,3484,TAI_400 @B73477,62486,C9FFF9FFF703,-55,-7,1015,
03/12/2020 12:41:36.289,3533,TAI_400 @B73477,62492,E3FFF5FFFA03,-29,-11,1018,
03/12/2020 12:41:36.387,3631,TAI_400 @B73477,62499,D5FF01000504,-43,1,1029,
03/12/2020 12:41:36.435,3679,TAI_400 @B73477,62505,E2FFEBFF0C04,-30,-21,1036,
03/12/2020 12:41:36.484,3728,TAI_400 @B73477,62511,C7FF0100F603,-57,1,1014,
03/12/2020 12:41:36.532,3776,TAI_400 @B73477,62517,DCFFF2FFF903,-36,-14,1017,
03/12/2020 12:41:36.581,3825,TAI_400 @B73477,62524,DFFF0100FC03,-33,1,1020,
03/12/2020 12:41:36.630,3874,TAI_400 @B73477,62530,D1FFEAFF0004,-47,-22,1024,
03/12/2020 12:41:36.679,3922,TAI_400 @B73477,62536,D7FF0100F503,-41,1,1013,
03/12/2020 12:41:36.728,3972,TAI_400 @B73477,62542,D0FFF8FFF403,-48,-8,1012,
03/12/2020 12:41:36.776,4020,TAI_400 @B73477,62549,E2FFFEFFED03,-30,-2,1005,
03/12/2020 12:41:36.825,4069,TAI_400 @B73477,62555,C7FFF4FFFF03,-57,-12,1023,
03/12/2020 12:41:36.873,4117,TAI_400 @B73477,62561,EBFFFCFFEB03,-21,-4,1003,
03/12/2020 12:41:36.922,4166,TAI_400 @B73477,62567,D0FFF6FFF303,-48,-10,1011,
