Date,HostTimestamp (ms),NodeName,NodeTimestamp,RawData,X (mg),Y (mg),Z (mg),
20/10/2020 18:05:21.262,20,TAI_400 @B73477,14167,1E00DBFFF703,30,-37,1015,
20/10/2020 18:05:21.311,69,TAI_400 @B73477,14173,1F00DEFFF203,31,-34,1010,
20/10/2020 18:05:21.361,119,TAI_400 @B73477,14179,1800E8FFF203,24,-24,1010,
20/10/2020 18:05:21.410,168,TAI_400 @B73477,14185,1F00D5FF0004,31,-43,1024,
20/10/2020 18:05:21.458,216,TAI_400 @B73477,14192,1700DCFFF203,23,-36,1010,
20/10/2020 18:05:21.507,265,TAI_400 @B73477,14198,2100E2FFF403,33,-30,1012,
20/10/2020 18:05:21.555,313,TAI_400 @B73477,14204,1B00DBFFF703,27,-37,1015,
20/10/2020 18:05:21.604,362,TAI_400 @B73477,14210,1800E3FFF703,24,-29,1015,
20/10/2020 18:05:21.653,411,TAI_400 @B73477,14217,1800D9FFFC03,24,-39,1020,
20/10/2020 18:05:21.702,460,TAI_400 @B73477,14223,1100D1FFEF03,17,-47,1007,
20/10/2020 18:05:21.751,509,TAI_400 @B73477,14229,1400DFFFF403,20,-33,1012,
20/10/2020 18:05:21.799,557,TAI_400 @B73477,14235,1E00E1FFF403,30,-31,1012,
20/10/2020 18:05:21.848,606,TAI_400 @B73477,14242,1300D7FFFA03,19,-41,1018,
20/10/2020 18:05:21.897,655,TAI_400 @B73477,14248,1B00E5FFF603,27,-27,1014,
20/10/2020 18:05:21.946,704,TAI_400 @B73477,14254,1F00DDFFF403,31,-35,1012,
20/10/2020 18:05:21.995,753,TAI_400 @B73477,14260,1A00DAFFF503,26,-38,1013,
20/10/2020 18:05:22.094,852,TAI_400 @B73477,14267,1900E3FFFA03,25,-29,1018,
20/10/2020 18:05:22.140,898,TAI_400 @B73477,14273,1300D6FFF803,19,-42,1016,
20/10/2020 18:05:22.189,947,TAI_400 @B73477,14279,1900DFFFEF03,25,-33,1007,
20/10/2020 18:05:22.238,996,TAI_400 @B73477,14285,1B00E0FFF003,27,-32,1008,
20/10/2020 18:05:22.286,1044,TAI_400 @B73477,14292,1C00E6FFF003,28,-26,1008,
20/10/2020 18:05:22.335,1093,TAI_400 @B73477,14298,1A00EAFFF003,26,-22,1008,
20/10/2020 18:05:22.385,1143,TAI_400 @B73477,14304,1D00D9FF0204,29,-39,1026,
20/10/2020 18:05:22.434,1192,TAI_400 @B73477,14310,1A00E1FF0104,26,-31,1025,
20/10/2020 18:05:22.482,1240,TAI_400 @B73477,14317,1800EAFFF403,24,-22,1012,
20/10/2020 18:05:22.531,1289,TAI_400 @B73477,14323,2200D6FFFA03,34,-42,1018,
20/10/2020 18:05:22.579,1337,TAI_400 @B73477,14329,1300D6FF0104,19,-42,1025,
20/10/2020 18:05:22.630,1388,TAI_400 @B73477,14335,1A00E6FFF803,26,-26,1016,
20/10/2020 18:05:22.677,1435,TAI_400 @B73477,14342,2700D6FFF803,39,-42,1016,
20/10/2020 18:05:22.725,1483,TAI_400 @B73477,14348,1C00E3FFEE03,28,-29,1006,
20/10/2020 18:05:22.774,1532,TAI_400 @B73477,14354,2500E9FFE703,37,-23,999,
20/10/2020 18:05:22.823,1581,TAI_400 @B73477,14360,1900DDFFF403,25,-35,1012,
